id,bim360_account_id,bim360_project_id,custom_identifier,title,question,status,due_date,linked_document,linked_document_version,linked_document_close_version,official_response,official_response_status,responded_at,responded_by,created_by,created_at,updated_by,updated_at,closed_by,closed_at,suggested_answer,manager_id,answered_at,answered_by,cost_impact,schedule_impact,priority,reference,opened_at,location_id,rfi_type,bridged_source,bridged_target
93b819ae-26c5-487f-a2b0-b427c708493d,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,9,General Notes Required,General Notes Required,closed,2025-08-20 00:00:00,,,,General Notes drawing issued on 18 August 2025.,answered,2025-08-20 13:22:10.567,SFB2VPYZKPQ7XEGT,FXYJ2FJQL3UMY6KM,2025-08-16 06:05:42.181,SFB2VPYZKPQ7XEGT,2025-08-20 13:22:10.593,SFB2VPYZKPQ7XEGT,2025-08-20 13:22:10.567,,SFB2VPYZKPQ7XEGT,2025-08-20 10:35:26.004,G5LJ2CH9PRAMRT7X,Yes,Yes,High,,2025-08-20 10:10:02.923,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
9a80afc6-80e4-4198-a70b-6dc9474cddc8,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,10,"Footing depth required for footing CF2, CF3, F11 (3 nos) & F5 due to revised TOS level","According to revised TOS level, Footing (CF2, CF3, F11(3 Nos) F5 revised depth required because the PCC of these footings were done before TOS level revision. ",openRev2,2025-08-25 00:00:00,,,,,,,,FXYJ2FJQL3UMY6KM,2025-08-25 05:56:12.675,G5LJ2CH9PRAMRT7X,2025-08-26 05:39:34.346,,,,SFB2VPYZKPQ7XEGT,,,Yes,Yes,High,grid- X11-13/Y6-13,2025-08-25 06:13:38.405,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
b97e32fe-3759-4e91-99b1-0f27419ab2da,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2,Footing size mismatch in drawings.,Footing size mismatch in footing layout plan [ GNBT-S-TA-FD-1.04 R1 18/7/25] and in Footing Reinforcement schedule [GNBT-S-TA-FD-1.06 R1 17/07/25]. ,closed,2025-08-10 00:00:00,,,,"SHYAM SUNDAR ROY (CBM Engineers India): All the comments of mismatches are corrected and updated drawing of footing schedule is uploaded.

The foundation layout drawing is updated as per MEP requirement and under process of stamping from Architect and MEP Consultant. Once stamped it will be uploaded in ACC.",answered,2025-08-25 06:18:34.155,SFB2VPYZKPQ7XEGT,NXBJU9KZRN2LR6EX,2025-08-05 06:21:52.581,SFB2VPYZKPQ7XEGT,2025-08-25 06:18:34.204,SFB2VPYZKPQ7XEGT,2025-08-25 06:18:34.155,,SFB2VPYZKPQ7XEGT,2025-08-20 11:10:32.336,G5LJ2CH9PRAMRT7X,No,Yes,Normal,,2025-08-05 07:34:24.412,ea1b2d39-d68d-40e7-b5dd-86a36c56e758,c2973acf-c43e-494c-9101-242321c68c40,f,f
c8303991-6637-47f8-9144-8a38071905db,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,3,Section required at -10.5m level for CF02& CF03,Section require for the combined footing CF02 & CF03 ,answeredRev1,2025-08-18 00:00:00,,,,,,,,4UJ23BUBLD77JPG2,2025-08-13 10:24:32.545,FM42EJFZPNC5F3HF,2025-08-20 10:52:44.886,,,,SFB2VPYZKPQ7XEGT,2025-08-20 10:52:44.877,FM42EJFZPNC5F3HF,No,No,High,Grid X5-13/Y5-14,2025-08-13 11:51:16.831,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
d3a76424-f074-4c44-8407-32ea935f177a,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,8,Column Dimensions are not matching in Layout Drawing and in column schedule drawing,There are many columns are not same in as Layout Drawing (GNBT-S-TA-FD-1.01-GFC) and Column Schedule Drawing (GNBT-S-TA-COL-5.01-GFC  TO GNBT-S-TA-COL-5.07-GFC).,answeredManager,2025-08-21 00:00:00,,,,"Bhanu Pratap Singh (Omaxe Limited): This has been discussed with the structural consultant & our structure team, and the correct details will be provided at the earliest.",answered,2025-08-26 06:52:50.58,H4J29KZBMAKAE737,FXYJ2FJQL3UMY6KM,2025-08-19 14:51:39.386,H4J29KZBMAKAE737,2025-08-26 06:52:51.026,,,,SFB2VPYZKPQ7XEGT,2025-08-26 06:52:50.58,H4J29KZBMAKAE737,Yes,Yes,High,,2025-08-20 13:19:30.225,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
dab585c9-a66f-4494-9db2-798dc6fc7e3e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,1,"D wall at -4.00m , R/W detail mismatch","1) Position of retaining wall above d wall capping beam, varies as in  the dowel details drawing(SK-01 R0)  and D wall drawing (24603-02-SECTION-R-1).

2) Width of retaining wall above D-wall capping beam,varies from 300 mm to 450 mm, in  dowel detail drawing (SK-01 R0) & D wall part section drawing( 24/321/GNBT/AD/DT/02.1 -R3).

3) The outer steel in Retaining wall shown 16 dia @150 c/c in Dowel detail drawing( SK-01 R0) as this steel curtail at 2300 mm height, thus all steel curtail at same level ,please suggest. ",closed,2025-07-12 00:00:00,,,,"Please find the below response:

1. Retaining wall shall be flushed with the outside face of the D-wall. Follow structural drawing and detail.

2. Width of the retaining wall shall be as per structural drawing i.e. 300mm wide. Do not measure the dimension from Architectural drawing. Only follow the written dimension from Architectural drawing.

3. For 2300mm height of retaining wall there shall be no lapping of T16@150mm c/c with T12@150mm c/c. Only T16@150mm c/c reinforcement shall be provided for full height.",answered,2025-07-10 13:19:07.877,SFB2VPYZKPQ7XEGT,NXBJU9KZRN2LR6EX,2025-07-08 07:54:01.279,SFB2VPYZKPQ7XEGT,2025-07-10 13:19:12.612,SFB2VPYZKPQ7XEGT,2025-07-10 13:19:07.877,,SFB2VPYZKPQ7XEGT,2025-07-08 10:31:49.678,G5LJ2CH9PRAMRT7X,No,No,High,,2025-07-08 07:57:33.893,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,7,Required Footing Steel Detail of F12,Footing F12 & CF11 Steel detail is missing in footing Reinforcement Schedule drawing No- GNBT-S-TA-FD-1.06-GFC,answeredManager,2025-08-22 00:00:00,,,,Dushyant Verma (Omaxe Limited): For the foundation coming in STP area separate drawing need to be followed. We are modifying the foundation layout drawing in which F12 and CF11 has now been removed. Foundation drawing shall be issued shortly.,answered,2025-08-26 09:19:39.981,G5LJ2CH9PRAMRT7X,FXYJ2FJQL3UMY6KM,2025-08-16 04:57:14.837,G5LJ2CH9PRAMRT7X,2025-08-26 09:19:40.033,,,,SFB2VPYZKPQ7XEGT,2025-08-26 09:19:39.981,G5LJ2CH9PRAMRT7X,Yes,No,High,X2A/Y5-6 & X4/Y3,2025-08-22 09:27:23.563,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
ea1b0668-a085-40d5-9a39-6dac25ebe48e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,6,Query Regarding the FFL and TOS level of Basement 2,"TOS ( Top of Slab), FFL( Finish Floor Level) of Basement 2 varies in  structural drawing No(GNBT-S-TA-FD-1.01) and architectural (Section D-D) Drawing No-GNBT-A-TA-SEC-204 GFC",answeredManager,2025-08-18 00:00:00,,,,Consider the response provided by GPM.,answered,2025-08-26 08:56:54.075,G5LJ2CH9PRAMRT7X,4UJ23BUBLD77JPG2,2025-08-13 12:36:42.031,G5LJ2CH9PRAMRT7X,2025-08-26 08:56:54.224,,,,SFB2VPYZKPQ7XEGT,2025-08-26 08:56:54.075,G5LJ2CH9PRAMRT7X,No,Yes,High,BASEMENT-2,2025-08-13 12:42:08.697,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
fe2169f5-b6cd-4241-b7a7-464aeb6ed752,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,4,Steel Detail Required for Grade Slab,Steel detail required for grade slab dowels in footings.,answeredManager,2025-08-18 00:00:00,,,,SHYAM SUNDAR ROY (CBM Engineers India): Grade slab detail is added in drawing number GNBT-S-TA-FD-1.06-GFC uploaded in ACC.,answered,2025-08-20 11:05:48.302,G5LJ2CH9PRAMRT7X,4UJ23BUBLD77JPG2,2025-08-13 10:41:54.365,G5LJ2CH9PRAMRT7X,2025-08-20 11:05:48.344,,,,SFB2VPYZKPQ7XEGT,2025-08-20 11:05:48.302,G5LJ2CH9PRAMRT7X,No,Yes,High,At any footing ,2025-08-13 11:53:26.33,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
05050ce4-7eb8-47c5-b0d7-2463271de5c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/21,STP,"STP Equalization Tank , Sludge Holding  Slab Reinforcement missing",closed,2025-06-02 00:00:00,,,,"chirag Lakhani (Ducon Consultants Pvt. Ltd): site team may referring old drawing, details are already given in R2 drawing issued on 18.04.2025. !!!
the same details can be also found in the drawing submitted same drawing on 28.05.2025 as R3. (with added corner slab details of walking platform.)
if required also attached herewith as well for your ready reference.  ",answered,2025-06-03 06:07:49.608,U8Q2F3P4M3PWWQXF,WK7J3NJWMTCK9UWQ,2025-06-01 09:37:56.566,U8Q2F3P4M3PWWQXF,2025-06-03 06:07:49.953,U8Q2F3P4M3PWWQXF,2025-06-03 06:07:49.608,,U8Q2F3P4M3PWWQXF,2025-06-02 04:05:59.869,67E2T63RRMUGH3NG,No,,High,,2025-06-01 11:01:34.502,ad01b2da-c70e-4e12-802b-1788ca4e16ed,f226e26d-9c32-4b72-bff7-3efe458ab1ca,f,f
10cd0dbf-d97b-447a-965e-0eb1519625be,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/44,Connection Detail Required at LGF Lvl from External Ramp to Internal Ramp .,Connection Detail Required at LGF Lvl from External Ramp to Internal Ramp . External Ramp lvl is -3650 & -4450 but D wall Capping Beam Casted at -4800 lvl . So the detail of same is not available in Drawings ( Ramp and LGF Slab Lvl ). all the details Briefed to Dushyant Sir ,openRev2,2025-08-30 00:00:00,,,,,,,,U8Q2F3P4M3PWWQXF,2025-08-27 06:13:29.721,S762NMGBKUB423MM,2025-08-27 09:37:24.913,,,,U8Q2F3P4M3PWWQXF,,,No,No,High,,2025-08-27 06:13:29.716,93459eb9-8896-4b2e-8442-ead0ffd1fec2,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
122c766e-4a34-4a13-8641-637176d1ce2c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,,d,,void,,,,,,,,,CMJ2N3U8MSMRM8ZA,2025-05-10 00:10:00.784,CMJ2N3U8MSMRM8ZA,2025-05-14 09:53:05.372,CMJ2N3U8MSMRM8ZA,2025-05-14 09:53:05.346,,,,,,,,,,"",60d673d7-1d29-4b03-9ce3-1ac9eadb50e1,f,f
16f0e834-6a58-48ab-b7f8-2c678dcbffaa,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/18,Beam size  plan section no match ,Beam size plan section no match ,closed,2025-05-20 00:00:00,,,,"chirag Lakhani (Ducon Consultants Pvt. Ltd): WITH RFERENCE TO THE RFI RECIEVED - PLEASE NOTE THAT THE BEAM SIZE GIVEN IN SECTION ARE CORRECT, IT IS UPDATED IN LAYOUT AND ATTTCHED HEREWITH AS GFC-R1 WITH MARKING. ",answered,2025-05-29 10:28:32.801,U8Q2F3P4M3PWWQXF,WK7J3NJWMTCK9UWQ,2025-05-18 12:49:36.041,U8Q2F3P4M3PWWQXF,2025-05-29 10:28:33.767,U8Q2F3P4M3PWWQXF,2025-05-29 10:28:32.801,,U8Q2F3P4M3PWWQXF,2025-05-27 04:57:41.703,S762NMGBKUB423MM,No,No,High,,2025-05-19 11:05:20.413,cf858ae7-2ae7-4ae6-8ebe-7f419a19aa1b,f226e26d-9c32-4b72-bff7-3efe458ab1ca,f,f
2446521d-2a01-483c-9946-10b851691706,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/31,"SW -23 and SW -24 Dismental for Beam Bearing and Ring cut effected RPB5 , RPB 11 Both Sides ( C50), RPB1e , B240e , RPB 17 C ( C24 ) .",Column and Shear wall Casted extra in Height at some places ,closed,2025-07-29 00:00:00,,,,chirag Lakhani (Ducon Consultants Pvt. Ltd): extra heighted concrete need to break properly (with min vibration pass thru below conc.) with kept r/f as it is and pour the new concrete by applying proper bonding agent while next pouring. ,answered,2025-07-31 05:49:44.084,U8Q2F3P4M3PWWQXF,U8Q2F3P4M3PWWQXF,2025-07-28 13:06:31.37,U8Q2F3P4M3PWWQXF,2025-07-31 06:04:21.559,U8Q2F3P4M3PWWQXF,2025-07-31 05:49:44.084,,U8Q2F3P4M3PWWQXF,2025-07-31 04:26:58.117,S762NMGBKUB423MM,No,No,High,,2025-07-28 13:21:04.207,"93459eb9-8896-4b2e-8442-ead0ffd1fec2,dd232eee-df24-4078-8957-ec9f257f8519",7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
2623b592-b957-46c8-868e-77cb4788d069,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/30,Main and Secondary Beam Junction,At main and Secondary Beam Junction 2 T-10 Extra Stirups .                                if In main Beam Stirups are 8T then 2 mm Bundle Stirups Shall Provide because many time the mistake done at site that Stirups are left and at the time of checking it was found. ,closed,2025-07-23 00:00:00,,,,"Ok. Please provide 2 numbers T8mm bundle stirrups in place of 10mm dia stirrups. However, this system is applicable only in isolation where by mistake it is left.",answered,2025-07-22 06:08:23.874,U8Q2F3P4M3PWWQXF,U8Q2F3P4M3PWWQXF,2025-07-21 11:41:54.459,U8Q2F3P4M3PWWQXF,2025-07-22 06:08:23.902,U8Q2F3P4M3PWWQXF,2025-07-22 06:08:23.874,,U8Q2F3P4M3PWWQXF,2025-07-22 05:11:11.978,G5LJ2CH9PRAMRT7X,No,No,High,,2025-07-21 11:43:05.97,93459eb9-8896-4b2e-8442-ead0ffd1fec2,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
2806d303-c642-48b1-af1e-7e81ffb890fc,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/Arch/40,Ramp No 5 To 12,Ramp 5 To 12 Lvls required at Turnings of Each Floor,closed,2025-08-20 00:00:00,,,,Drawings has been uploaded in published folder with the additional levels ,answered,2025-08-28 09:02:10.715,U8Q2F3P4M3PWWQXF,U8Q2F3P4M3PWWQXF,2025-08-19 13:10:05.507,U8Q2F3P4M3PWWQXF,2025-08-28 09:02:11.046,U8Q2F3P4M3PWWQXF,2025-08-28 09:02:10.715,,U8Q2F3P4M3PWWQXF,2025-08-27 13:00:42.788,H4J29KZBMAKAE737,No,No,Normal,,2025-08-19 13:10:05.502,93459eb9-8896-4b2e-8442-ead0ffd1fec2,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
3cc85ced-2c3b-4bca-8a97-9986d0a7e360,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/Arch/39,10mm Dai TMT repace by (12 & 8) mm dai TMT," 10mm Dai TMT stock Nil at site, So Please allow we want to use (12 & 8)mm dai bar Place of 10mm dai bar.  suggest spacing of bar.",closed,2025-08-19 00:00:00,,,,"chirag Lakhani (Ducon Consultants Pvt. Ltd): Dear Deepak Ji
Please proceed for footing with T12@175c/c

While for shear wall, Please follow our GFC released drawings, ",answered,2025-08-20 10:25:24.832,U8Q2F3P4M3PWWQXF,KNL28BHPJJMCM75F,2025-08-19 06:58:10.187,U8Q2F3P4M3PWWQXF,2025-08-20 10:25:25.555,U8Q2F3P4M3PWWQXF,2025-08-20 10:25:24.832,attached,U8Q2F3P4M3PWWQXF,2025-08-20 10:08:37.106,S762NMGBKUB423MM,No,No,High,,2025-08-19 12:06:50.906,93459eb9-8896-4b2e-8442-ead0ffd1fec2,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
4cb013ec-5359-46ee-b519-677387263db1,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/46,STIRRUPS DIA AND SPACING CHANGE DUE TO UNAVAILABILITY OF 10MM DIA STEEL,"DUE TO UNAVAILABILITY OF 10MM DIA STEEL BAR AT SITE , NEED TO USE OTHER DIA BAR (8MM OR 12MM) FOR C79, C80, C51, C48, C47, C39, SW8, C6, C3, C7, C11, C69, C87, SW16, SW15, NC2",openRev1,2025-08-29 00:00:00,,,,,,,,MXG2L5VEMSKN8SVN,2025-08-28 13:46:01.97,U8Q2F3P4M3PWWQXF,2025-08-28 16:19:20.156,,,,U8Q2F3P4M3PWWQXF,,,,,Normal,,2025-08-28 16:19:19.904,93459eb9-8896-4b2e-8442-ead0ffd1fec2,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
529f384b-b4b3-49bb-b473-b2921e49e125,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/34,B1 Floor slab, ST2 col. vertical reinforcement is not given in the Drawing.,closed,2025-08-01 00:00:00,,,,please find the attached drawing with ST2,answered,2025-08-05 03:54:31.941,U8Q2F3P4M3PWWQXF,WK7J3NJWMTCK9UWQ,2025-08-01 05:31:38.865,U8Q2F3P4M3PWWQXF,2025-08-05 03:54:32.398,U8Q2F3P4M3PWWQXF,2025-08-05 03:54:31.941,,U8Q2F3P4M3PWWQXF,2025-08-04 13:26:10.277,67E2T63RRMUGH3NG,,,,,2025-08-01 12:10:16.051,"",7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
5a12549f-3642-4f79-be20-4a54f670a66a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/36,1st basement floor slab,beam name no Mark ,closed,2025-08-08 00:00:00,,,,"chirag Lakhani (Ducon Consultants Pvt. Ltd): yes, As discussed - please follow the Beam B85 details. ",answered,2025-08-16 05:22:34.47,U8Q2F3P4M3PWWQXF,WK7J3NJWMTCK9UWQ,2025-08-08 10:22:52.038,U8Q2F3P4M3PWWQXF,2025-08-16 05:22:34.511,U8Q2F3P4M3PWWQXF,2025-08-16 05:22:34.47,Grid x14 Beam from Ramp To D wall after Discussion in DuCon B-85 Suggested. ,U8Q2F3P4M3PWWQXF,2025-08-14 13:58:01.166,67E2T63RRMUGH3NG,No,No,High,,2025-08-11 00:49:17.405,dd232eee-df24-4078-8957-ec9f257f8519,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
64ba1333-14ae-405b-88c4-869d2810e5b2,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/33,ST2 ,Reinforcement Detail of ST2 is missing,closed,2025-08-01 00:00:00,,,,"chirag Lakhani (Ducon Consultants Pvt. Ltd): please find the attached drawing with added ST2 details as GFC. 
",answered,2025-08-16 05:23:10.603,U8Q2F3P4M3PWWQXF,U8Q2F3P4M3PWWQXF,2025-08-01 05:09:25.603,U8Q2F3P4M3PWWQXF,2025-08-16 05:23:10.661,U8Q2F3P4M3PWWQXF,2025-08-16 05:23:10.603,,U8Q2F3P4M3PWWQXF,2025-08-14 14:00:10.911,67E2T63RRMUGH3NG,No,No,High,,2025-08-01 12:08:18.961,dd232eee-df24-4078-8957-ec9f257f8519,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
703cfc1d-6e3f-4588-8cce-bb97d726d407,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/22,STD Notes,1. main and Secondary beam Junction.   2. col beam Junction.                              3. Beam Bottom Lap                                4. Top Extra In Slab.,closed,2025-06-05 00:00:00,,,,chirag Lakhani (Ducon Consultants Pvt. Ltd): please find the attached sheet with mentioned/marked replies on the RFI received. ,answered,2025-06-24 07:06:28.664,U8Q2F3P4M3PWWQXF,WK7J3NJWMTCK9UWQ,2025-06-03 10:28:40.652,U8Q2F3P4M3PWWQXF,2025-06-24 07:06:28.691,U8Q2F3P4M3PWWQXF,2025-06-24 07:06:28.664,,U8Q2F3P4M3PWWQXF,2025-06-24 06:30:23.574,S762NMGBKUB423MM,No,No,High,,2025-06-03 10:37:33.77,cf858ae7-2ae7-4ae6-8ebe-7f419a19aa1b,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
71eb57cc-d3df-4afb-88eb-d3014399addc,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/37,B-60A & B + Top Extra from Grid X14A To X16 S4 To S3 ,B-60 A & B Reinforcement Not match with 6 Legged Ring Shown in Drawing and Top Extra from Grid X14A To X16 S4 To S3 marked in S4 Only.,answeredRev1,2025-08-19 00:00:00,,,,,,,,U8Q2F3P4M3PWWQXF,2025-08-18 06:22:07.102,67E2T63RRMUGH3NG,2025-08-26 14:25:19.991,,,As Discussed  in Ducon the Top Reinforcement in B-60A & B will 2+1 16 Dia and 2+1 12 Dia & Can we follow Top Extra from Grid X14A To X16 which is shown in S4.,U8Q2F3P4M3PWWQXF,2025-08-26 14:25:19.988,67E2T63RRMUGH3NG,No,No,High,,2025-08-18 06:22:07.097,93459eb9-8896-4b2e-8442-ead0ffd1fec2,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
80ea0e55-fcfd-4c57-9188-712d6c8a9a08,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/17,RFI-17 ,STP Walk Way Corner Junction Steel detail required . ,closed,2025-05-14 00:00:00,,,,Dushyant Verma (Omaxe Limited): The revised drawing has been provided by Chirag.,answered,2025-05-30 04:41:29.185,U8Q2F3P4M3PWWQXF,U8Q2F3P4M3PWWQXF,2025-05-12 10:52:46.783,U8Q2F3P4M3PWWQXF,2025-05-30 04:41:29.286,U8Q2F3P4M3PWWQXF,2025-05-30 04:41:29.185,,U8Q2F3P4M3PWWQXF,2025-05-29 12:31:23.094,G5LJ2CH9PRAMRT7X,No,No,High,,2025-05-12 10:57:07.897,ad01b2da-c70e-4e12-802b-1788ca4e16ed,f226e26d-9c32-4b72-bff7-3efe458ab1ca,f,f
86d9b4a1-5f2b-4586-94a4-b228db89c15c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/29,staircase - 4  ,staircase - 4  sec-4A needs to amend as attachment because the RCC wall of the starting point is as per the foundation plan and as per staircase drawing it is diff . this case also discussed in HO with Dushyant Sir and Pankaj Sir on date 15.07.25.,closed,2025-07-23 00:00:00,,,,Please refer the attached detail for further working. Please provide 2300mm wide 300mm deep beam at the marked locations and staircase flight reinforcement to be extended in the beam.,answered,2025-07-22 06:07:08.263,U8Q2F3P4M3PWWQXF,U8Q2F3P4M3PWWQXF,2025-07-21 11:30:26.653,U8Q2F3P4M3PWWQXF,2025-07-22 06:07:08.292,U8Q2F3P4M3PWWQXF,2025-07-22 06:07:08.263,,U8Q2F3P4M3PWWQXF,2025-07-22 05:23:13.393,G5LJ2CH9PRAMRT7X,No,No,High,,2025-07-21 11:32:00.453,dd232eee-df24-4078-8957-ec9f257f8519,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
87564a46-20b8-4e67-a71f-c102ae8216be,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/45,"RAFT 4 LIFT WALL SW12, SW13 LAYOUT POSITION CHANGED DUE TO TS ERROR","LIFT PIT SHIFTED 100 MM DUE TO TS ERROR ,AS INDICATED IN THE  ATTACHED DRWAING PHOTO.",openRev1,2025-08-29 00:00:00,,,,,,,,MXG2L5VEMSKN8SVN,2025-08-28 07:46:28.247,U8Q2F3P4M3PWWQXF,2025-08-28 08:59:39.277,,,,U8Q2F3P4M3PWWQXF,,,,,Normal,,2025-08-28 08:59:38.993,93459eb9-8896-4b2e-8442-ead0ffd1fec2,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
912a0928-1599-459b-b703-92e9c6ac1f29,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/32,"10 mm steel not at site , may we use another dia with your permission for the same work.  (Ramp slab , ramp footing,F41) .","10 mm steel not at site , may we use another dia with your permission for the same work.  (Ramp slab , ramp footing,F41) .",closed,2025-07-30 00:00:00,,,,"Please follow


10 Dia 150 C/C  then 12 Dia 180 C/C

10 Dia 125 C/C then 12 Dia 175 C/C

10 Dia 200 C/C then 12 Dia 250 C/C",answered,2025-08-08 05:46:44.675,U8Q2F3P4M3PWWQXF,WK7J3NJWMTCK9UWQ,2025-07-30 05:36:42.157,U8Q2F3P4M3PWWQXF,2025-08-08 05:46:44.711,U8Q2F3P4M3PWWQXF,2025-08-08 05:46:44.675,"Change of Spacing of bars Using Diff Dia from Drawing.                                  10 Dia 150 C/C  then 12 Dia 180 C/C

10 Dia 125 C/C then 12 Dia 175 C/C

10 Dia 200 C/C then 12 Dia 250 C/C",U8Q2F3P4M3PWWQXF,2025-08-04 12:21:58.751,S762NMGBKUB423MM,,,,,2025-08-01 05:08:47.977,"",7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
9442770e-e584-4ce9-87d8-309ec0e35dde,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,RFI/VKJ/STR/26,ST-4 LB1 and Section for Brick Work in Basement-2 ,"1. Profile of LB-1 not matched with waist slab between Steps 13 To 19 in ST-4

2. Brick/Block Work in basement-2 is no any section in which shows any additional reinforcement required under b/w which is starts from stich slab or no any section who shows the B/W starts foundation LVL.",closed,2025-07-11 00:00:00,,,,"1. Please consider LB1 depth 1075mm (1st bottom to 2nd landing top) instead of 750 mentioned in drawing.  sketch attached herewith for reference. 

2. Block work will directly start above grade slab/stitch slab additional foundation- beam below that is not required structurally. ",answered,2025-07-13 07:07:31.736,U8Q2F3P4M3PWWQXF,U8Q2F3P4M3PWWQXF,2025-07-09 13:12:42.363,U8Q2F3P4M3PWWQXF,2025-07-13 07:07:31.777,U8Q2F3P4M3PWWQXF,2025-07-13 07:07:31.736,,U8Q2F3P4M3PWWQXF,2025-07-11 14:27:38.751,67E2T63RRMUGH3NG,No,No,Normal,,2025-07-09 13:12:42.358,93459eb9-8896-4b2e-8442-ead0ffd1fec2,7dfa91bb-f06d-4870-bd3f-917c1519af28,f,f
