rfi_id,bim360_account_id,bim360_project_id,id,created_at,created_by,updated_at,body
cdad1adc-45ec-4168-82b0-16632c84986e,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,741df948-3f89-42b2-950c-d4f9b9c79481,2025-05-22 08:43:21.543,CMJ2N3U8MSMRM8ZA,2025-05-22 09:20:06.902,"@{""type"": ""user"", ""id"": ""V9Q2X946QA52XTJG"", ""name"": ""Abhishek Kumar U""} Please find revised drawing for the same."
7f5cb8a6-045c-4ea5-9be3-1015bd7d7ce3,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,25fa37aa-e295-4baf-925c-783cbfd539ff,2025-05-22 10:16:39.657,V9Q2X946QA52XTJG,2025-05-22 10:19:41.637,"@{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} Please respond to this"
4dbed860-0879-4aa4-9a98-1f20405dd952,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,ee1e9027-1d3d-4de1-a043-79bffd5eed7e,2025-05-22 11:52:15.227,S762NMGBKUB423MM,2025-05-23 09:40:04.928,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""shyam Sundar Roy""} "
346cb945-c348-4f4c-8402-11dc4e7e4628,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,9e777188-f355-4595-857b-0b4453d2a0d8,2025-05-22 12:42:52.323,FM42EJFZPNC5F3HF,2025-05-23 08:27:12.045,"@{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskarbhardwaj bhaskarbhardwaj""} RFI #2 response is submitted"
4dbed860-0879-4aa4-9a98-1f20405dd952,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,25908f25-db7f-4404-b0e7-0d8a2377a0e0,2025-05-22 12:50:11.477,FM42EJFZPNC5F3HF,2025-05-23 09:40:04.928,"@{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskarbhardwaj bhaskarbhardwaj""} RFI 3 response is also submitted."
80ea0e55-fcfd-4c57-9188-712d6c8a9a08,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,6ac8aedd-0682-4006-85f2-b3eff144b1ea,2025-05-27 08:52:38.918,CMJ2N3U8MSMRM8ZA,2025-05-30 04:41:29.284,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} @{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} @{""type"": ""user"", ""id"": ""G5LJ2CH9PRAMRT7X"", ""name"": ""Dushyant Verma""} please close the RFI. It is pending since 12th May-25."
45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,93c17ee8-832f-40cf-ac1e-0aab5ca8ae8f,2025-05-28 11:14:01.449,G5LJ2CH9PRAMRT7X,2025-06-16 12:11:59.527,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""SHYAM SUNDAR ROY""} - Please review the RFI and provide the relevant details at the earliest."
b03f59d3-7897-46cc-83ec-36e8415858d3,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,c6bdd920-f8f7-4219-bdb9-2d9d8c7bc048,2025-08-01 04:26:27.566,CMJ2N3U8MSMRM8ZA,2025-08-02 05:31:44.952,"@{""type"": ""user"", ""id"": ""G5LJ2CH9PRAMRT7X"", ""name"": ""Dushyant Verma""} please provide RFI response. RFI is open since long."
64ba1333-14ae-405b-88c4-869d2810e5b2,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2a30907f-9cff-4000-954f-a582cfd3bf1e,2025-08-01 12:08:19.278,U8Q2F3P4M3PWWQXF,2025-08-16 05:23:10.656,Sir ST2 is a Stub Column in B1 Floor Slab at Ramp Turning .
529f384b-b4b3-49bb-b473-b2921e49e125,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,d7956f1d-5400-4233-977d-9ea2573e04b2,2025-08-05 03:54:31.973,U8Q2F3P4M3PWWQXF,2025-08-05 03:54:31.973,Stub Column ST-2 Reinforcement Detail 
cd7c713a-ae11-4092-9580-89bc58188aa8,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,ff36a562-9366-4a8b-b80d-c8624c19d1db,2025-08-13 04:16:27.106,G5LJ2CH9PRAMRT7X,2025-08-26 14:34:29.743,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} - Please provide the relevant details so that RFI can be closed."
5a12549f-3642-4f79-be20-4a54f670a66a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,a71635bf-459c-4e8a-9db5-dffe7bc72e22,2025-08-14 13:57:09.508,67E2T63RRMUGH3NG,2025-08-16 05:22:34.503,"yes, As discussed - please follow the Beam B85 details. "
d3a76424-f074-4c44-8407-32ea935f177a,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,6bf611fc-9b0c-44e5-92de-52f545c8b3be,2025-08-20 13:19:30.486,SFB2VPYZKPQ7XEGT,2025-08-26 06:52:51.012,pls look and provide lay out drawing
974dd3ab-d863-4dad-b8cd-6daac1016478,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,f9b1671b-0104-4524-8fd6-424935fc5359,2025-08-21 09:52:30.459,S762NMGBKUB423MM,2025-08-28 05:46:24.519,"Please send to the concerned person
"
d3a76424-f074-4c44-8407-32ea935f177a,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,a606e213-0087-45cd-ab9a-a75d2e10dd48,2025-08-26 06:51:32.13,H4J29KZBMAKAE737,2025-08-26 06:52:51.012,"This has been discussed with the structural consultant & our structure team, and the correct details will be provided at the earliest."
